restaurant_id,name,cuisine,location,price_range,rating,num_reviews,delivery_time,is_open,description,comfort_level,energy_level,social_intimacy,adventure_factor,stress_relief,romance_factor
87,Sheppard LLC Restaurant,French,"20387 Brown Route
Hopkinstown, AL 70259",$$$,3.4,877,40,True,Family maybe national back. Unit better author although customer. Push economic seat shoulder suddenly.,0.5622968158779098,0.9576252845053802,0.17530294235765964,0.6900048908206657,0.20093368865905648,0.5358276844730813
88,Wilson-Jones Restaurant,Italian,"84840 Drake Fall
North Alicebury, ID 81736",$,4.8,854,55,True,"Dinner rich decide do only need. Reveal left social fine could show recently.
Last next hear officer campaign wall. Matter probably great.",0.09667644964671962,0.45037093625818514,0.7561633288952461,0.3475715242389821,0.664911724487218,0.7954499607897292
89,Jones-Soto Restaurant,Greek,"6156 Cunningham Square Apt. 410
South Nicholasside, NJ 07856",$$$,4.5,268,49,True,Term woman daughter hospital move could board. While police fight commercial push concern step. Major cost attorney white exist do process attorney. Happy action force travel.,0.9271778194794527,0.23464208185545354,0.39931591580930814,0.15241601333041743,0.9924835021583752,0.9270009679242953
90,Hernandez PLC Restaurant,Japanese,"76591 Jerry Ways
Nelsonland, TX 37250",$,3.1,682,39,True,Ask human space moment travel these least. Although before position try get successful society.,0.5399571302805596,0.8420332943764213,0.5209579772720422,0.6235856880027597,0.08912443211601662,0.7552704204968079
91,Miller-Wright Restaurant,Thai,"PSC 9025, Box 0392
APO AP 52706",$$,3.5,911,40,False,Yet baby black short. Improve close debate and ago police. High second talk however action boy true.,0.12771348363523483,0.8260676302525284,0.7820280876703859,0.7087446977429764,0.036160380524762115,0.3031283559453286
92,"Duran, Obrien and Gibbs Restaurant",Korean,"USNV Martin
FPO AE 74778",$,3.0,699,25,True,"Democratic recent student specific political respond to.
Know our any help cut. Hear draw before instead writer. Star quite as when benefit structure.",0.26311256991084286,0.3601364074715191,0.08764274676383854,0.9369578230310628,0.5538022407123763,0.30552431065802355
93,Rowe Group Restaurant,Thai,"856 Krystal Spurs Apt. 850
South Jesseland, MA 79821",$,4.0,19,52,False,Activity defense detail price everything perhaps. Attack despite feeling. Matter wrong Republican social two notice edge behind.,0.3969815170742834,0.44720254050483565,0.6005943333606173,0.5156794276964978,0.9193919732144173,0.49696348290583026
94,Kerr-Evans Restaurant,Korean,"0477 Michael Lane Suite 296
Port Christinebury, VT 10135",$$,4.0,270,16,True,"Scene serious people art hear. Dark heart politics draw rise.
Care fish skin always social increase. Seek director run garden day. Trade professor eat.",0.9921580148233127,0.8514249577450957,0.2085105143573358,0.9305952146439163,0.11636639788547609,0.8174497084911916
95,"Branch, Torres and Oliver Restaurant",Mexican,"2655 Christopher Inlet
Wardview, CT 17868",$$$$,4.7,928,21,True,"Medical international level clearly culture. Computer eat experience large player even.
Week growth help likely. Measure same set standard soldier after. Into bar trade feel Mr need.",0.3806232934765801,0.8779743204450695,0.8680566901074503,0.8059254001176211,0.7900304363070614,0.3046791390980408
96,"Choi, Garcia and Farmer Restaurant",Chinese,"8886 Anthony Knoll Apt. 995
Smithchester, MS 11602",$$$$,3.6,659,32,True,"Identify indeed house score himself film would. Impact although TV his. Class several whatever side seem give remember.
Prepare unit save drug. Tv guess religious. Recently population end.",0.08091928305125218,0.40298017876516146,0.17352451498650867,0.6949510889024617,0.34609972653778553,0.9756102008599149
97,"Clark, Guerrero and Moore Restaurant",Greek,"826 Dominic Hollow
Trevorland, GA 57474",$,4.6,181,41,False,"Reality may mouth though only. Sell under thank body of something. Especially decide security recognize.
Staff ability attorney recent.",0.640972077345332,0.822480563634361,0.13252467274184843,0.8620144822726226,0.9227571905133943,0.4870619188189359
98,Arnold and Sons Restaurant,French,"1543 Wheeler Flat Suite 124
South Martinfurt, AS 43694",$$,4.9,907,48,True,Phone person than coach fall help. Ask ahead doctor magazine set. Article seem account.,0.6062529377509774,0.7648098009029954,0.17483862726041255,0.5025660764634424,0.3986630277723131,0.1463739921622491
99,Ortiz Ltd Restaurant,Korean,"924 Morrison Square Apt. 752
Novakport, WA 91590",$,3.2,22,41,False,"Own than evidence. Happy peace probably little including.
Worry whatever spend. Plant them wide.",0.36753442229153144,0.06817230938549357,0.025811906949486985,0.13516628915482276,0.9631151115891738,0.549529535895017
100,"Harrison, Johnson and Roberts Restaurant",Thai,"6465 Sarah Flats
Lake Katrina, AK 95818",$$$,4.6,177,31,True,"Collection land break production drive deep send. Black year ahead upon. Total short detail election live today.
Two plant man somebody. The use short over popular help.",0.96582216115322,0.432497878330132,0.3118161330852596,0.5061418628402441,0.4395116886329101,0.10566468426174391
101,Warner-Gibson Restaurant,Greek,"4167 Cynthia Garden
Donnachester, WY 49913",$$$,4.2,651,57,True,"Mind own develop house. System firm staff father despite quite challenge. Certainly program soon reflect out.
Wrong but you religious long stock manager. Arrive special check respond summer various.",0.6408263146902062,0.2160381825095996,0.6195879548978296,0.6502010923981534,0.1520248531286481,0.06134962711066816
102,"Hall, Baker and Moody Restaurant",Indian,"688 Stephens Turnpike Suite 891
Port Johnstad, GA 85304",$,4.0,605,58,False,"Wrong serious hospital month executive recent crime. Hour capital sell oil source sure report. Pressure officer kind lot today decide source.
Gun task big. Heavy work quickly collection.",0.7807615860684398,0.4598004237693202,0.05816379550547579,0.9948663171697671,0.05778056099636664,0.6950352288585532
103,"Guerrero, Peck and Coleman Restaurant",Indian,"6101 Walker Summit Apt. 756
Bartonshire, UT 66098",$$$$,3.8,330,38,True,"Read west present heart reality. Sing ten practice every. Happen build bar majority protect meeting.
Of of event seat some Congress machine popular.",0.9836789252634136,0.23918010421592562,0.14224936868719618,0.1213849394224289,0.30327514756759555,0.10104581101064669
104,"Walker, Hernandez and Baker Restaurant",Italian,"1461 Marie Stream
West Larry, NH 27615",$$$$,4.6,328,39,True,"Television receive accept language. But can deal claim none surface.
Woman media hair name.
Eat animal watch. Process knowledge officer reason mission. Paper member reach production and already.",0.6921613416941319,0.06229179813006269,0.5094221281497897,0.9966968538529768,0.8139702695060188,0.6152194382310109
105,Jones and Sons Restaurant,French,"1775 Kevin Valleys Apt. 051
Lake John, HI 72840",$,4.3,622,21,True,"Lay war put vote century data. Run yet recent cover head price star painting.
First skin her who. Back by body nature at. Guy four event than.
Act help why her bit. Compare rock fill start.",0.30625362078661167,0.6238958362916385,0.5270414639116516,0.4260833838903715,0.13071037674019947,0.8866042152404667
106,Larson-Holloway Restaurant,Mexican,"3622 Foster Street Apt. 796
Smithborough, IL 36984",$,4.6,338,20,False,"Her save apply rise. Religious eat participant religious consumer worry.
Expert weight minute responsibility under director player. Water image fine bed. Baby drive behavior offer.",0.4497846488213225,0.19462251182076507,0.3677593508772896,0.41412975252892703,0.8275378955668743,0.733614380561402
107,Gonzales-Harrison Restaurant,Thai,"182 Nguyen Mount
West Emilyfort, NC 84270",$$$,4.8,794,38,False,"Couple story account interesting move generation yes product.
Amount large collection us shake tough company happen. Message weight institution here. Wide full quickly story surface tax.",0.7693048936413398,0.011031264428647214,0.4161539981797615,0.4813441516353236,0.019192276823056686,0.2598132087450342
108,Lyons-Bender Restaurant,Chinese,"691 Bell Mount Apt. 499
Lake Dennisville, IA 40527",$$$$,4.2,786,47,True,Arm accept leave fear blue glass reveal. Great big man be method child. Tree according show economic. House federal into consider speech board just.,0.760289823122135,0.13710970572899905,0.5353101314525917,0.2152018720172375,0.012120774643893273,0.24120145759954148
109,"Fernandez, Kim and George Restaurant",Chinese,"286 Carlson Ports Suite 627
New Garrett, LA 18889",$,5.0,980,43,True,"Inside nearly son research. Seem sister hundred rise score stay.
Whatever society call general. Should door question.",0.9758737549100538,0.8015371118829896,0.9595766443210334,0.48785404392636245,0.1097361986775035,0.547959488973693
110,Navarro-Munoz Restaurant,Thai,"050 Taylor Via Suite 887
Cohenchester, VT 58677",$$$,4.2,920,57,False,"Particularly country talk pick chance build husband. Wrong upon international pattern before.
Imagine fill plan discuss from look.",0.4543773345599609,0.844357082739616,0.09808258078424459,0.4882411370217782,0.15004866469398426,0.32467592689006
111,Davis Ltd Restaurant,Japanese,"034 Joshua Plain
Garymouth, OK 97824",$$$$,4.3,929,36,True,"Best add necessary technology. Guess special sea open painting draw.
Once beautiful blood picture own. Only treatment pressure.",0.7373570773877997,0.47601812936876653,0.37588828514576933,0.3944762785700353,0.45944676840598664,0.7850165438370569
112,"Matthews, Smith and Hubbard Restaurant",Mexican,"819 Joseph Plains Suite 807
South Curtis, MP 86179",$$,4.1,559,40,True,"Thus large response treat attack industry. So cold ever whose face what article. Scientist however range that will.
Seek his single husband even contain. Occur option across up.",0.8920846889402344,0.9553346865039283,0.7869033862552951,0.31540689574801273,0.6881347060865421,0.4376031240553919
113,Johnston-Hines Restaurant,Greek,"74517 Kimberly Freeway Apt. 959
Martinberg, WY 27583",$$$,3.2,428,42,False,"Break possible plan win foot watch this. Reveal impact particularly foot arm.
Despite whole computer will Mr without.",0.2546706220460512,0.8408715794259226,0.038426348962324997,0.9017619921354235,0.46147746462473416,0.6372014768082804
114,Ruiz Ltd Restaurant,Korean,"584 Mario Squares
Keithview, PR 67926",$$$$,4.5,615,35,True,"Financial those stage. Could century interview lawyer population I right case.
Between himself body add store various car show.
Voice outside society act. My stand system be.",0.6593539222057827,0.8951177407065364,0.6366696821672073,0.6139335847600618,0.06665204056068996,0.5184080219452041
115,Moon-White Restaurant,Japanese,"Unit 1260 Box 4223
DPO AE 93744",$$$$,4.1,104,21,True,Center treatment agency interview challenge pretty. Tv range rather resource top. College body big what ground past brother.,0.15016900081704165,0.7374337687214856,0.5122219208126745,0.6802277792083533,0.041672900602384266,0.08479201604580322
116,"Graham, Olsen and Costa Restaurant",Korean,"672 Burton Lane
Jonesland, MO 68083",$$$,3.9,826,31,True,Usually specific represent baby able value. Sing chair challenge land. Spring both into risk certain follow camera.,0.7163233880626823,0.07208433599867337,0.0712567277652586,0.01210847523488745,0.9565013982994801,0.737508359459007
117,Bailey-Cook Restaurant,Korean,"7590 Jessica Mount Suite 186
South Mallory, NM 35698",$$,4.8,590,34,False,"Dog able yes admit. Listen card body treat guess support single.
Leave structure necessary use inside. Still argue case while region.",0.35325140850206416,0.2965355812876552,0.34970322974584955,0.7746535311811819,0.6613706110704144,0.18519556786746794
118,"Garcia, Martin and Jenkins Restaurant",Japanese,"8929 Kramer Springs Apt. 017
North Sarahburgh, NV 60337",$$$,3.6,327,55,False,"Store indicate she like cell month we.
Reveal know population actually born art. Page community civil. Strategy quite then never stop try.",0.17410933533408435,0.09839564971339732,0.6603027197013381,0.7643726622217359,0.265046428325004,0.020944961030912812
119,Roberts-Landry Restaurant,Italian,"24241 Wright Landing Apt. 064
South Diana, VT 12976",$$$$,4.0,965,34,False,"Position crime board back owner suggest.
Executive must assume others series.
Necessary point allow especially with. And worry low answer behavior final wonder.",0.08217166747642735,0.9678600348450305,0.29544477747742026,0.7692231478381336,0.6246635688542638,0.3819396396528959
120,"Johnson, Miller and King Restaurant",Indian,"29387 Alan Junctions Apt. 627
East Patrickville, CT 41572",$,4.4,245,36,True,Only system face charge leg those behavior. This space pressure shoulder claim. Might rock prepare us game size fund.,0.2056872621955551,0.12138641815940643,0.6150129680388666,0.774633780637788,0.6439042535411307,0.5303021332491583
121,Cordova Group Restaurant,Korean,"62218 Chelsey Expressway Suite 532
Jensenmouth, VI 28975",$,4.6,955,42,False,"Value claim evidence guy. Author represent leave worry. Shake kind under vote will.
Guy expert important. True can happen suddenly weight health radio media. Theory yard amount within arm.",0.041951223431636264,0.9684887775943838,0.7987141916545746,0.29282203670096474,0.9799703293588506,0.6018815896363221
122,"Bryan, Smith and Booth Restaurant",Japanese,"19656 Moody Gateway
Deannabury, OH 79275",$$$,3.9,343,54,False,Should current forget fish you main. Boy lawyer nation we certainly degree nothing.,0.5824226582072465,0.7480731794295321,0.8117697880901376,0.6564786073315027,0.12809574636620003,0.3382675059944984
123,Gutierrez-Lopez Restaurant,Japanese,"043 Julie Hill Apt. 376
East Victorland, NC 02082",$$$$,4.7,894,21,True,Clearly glass industry little read. Whole join tree now. Night throw cup.,0.9280836403260497,0.22461561184385193,0.3721670238375133,0.432076882944196,0.4394049896944522,0.6129395824945255
124,Dean-Jimenez Restaurant,American,"Unit 5269 Box 6582
DPO AA 10068",$,4.5,385,15,False,Democratic decide course quickly western have. Administration to maybe test record power. Increase goal stock international wind from unit. Into computer organization myself high suddenly read.,0.9430758377447076,0.24069271183250496,0.12150137630091806,0.19747048985993731,0.8869249002092695,0.645810812655206
125,Wolf-Harris Restaurant,Italian,"43006 Fuller Parkway
Hendersonfurt, CO 84457",$$$$,3.1,468,46,True,High crime light buy whose trial include. Account hear difference exist they enough. Pull above training allow ago so.,0.28590678923916013,0.8159469389686173,0.861369996363436,0.846514338690278,0.9189265336395545,0.2522410201733616
126,"Anderson, Roberts and Gilmore Restaurant",French,"1418 Terri Drives
Peterland, ME 92077",$$$,3.1,146,27,True,Brother officer hot several true study city. Data behavior join pick order agreement.,0.7550419287462783,0.46053949727414,0.8419985528900615,0.7284906771616132,0.7764474464997246,0.6561618376810715
127,Martinez-Dudley Restaurant,American,"31617 Kyle Streets
North Alexander, DC 92447",$,4.2,939,44,True,Book until but center. Thus behavior management guess stuff. Beyond somebody including main personal decision. Heart finish traditional speak conference act.,0.17742876946970687,0.5450269188969383,0.9846697395245082,0.9373880664971189,0.04317373579701167,0.16481481572943713
128,"Lloyd, Mckinney and Collins Restaurant",American,"8842 Martinez Tunnel Suite 105
Nelsonland, KS 93866",$$$$,3.7,597,37,True,"Ahead age memory charge term boy describe foreign. Base reality call event current.
Remain present level speak job watch. Economic cup suffer response which.",0.1317287734545619,0.7259799099852955,0.8177853298569451,0.2135113663106719,0.505852692951829,0.8407030280112
129,Tran Inc Restaurant,Thai,"Unit 1778 Box 5079
DPO AE 48694",$,3.4,556,33,True,Standard last threat when education important page theory. Good air conference follow so group authority. Head single business five action forget.,0.7328015447662506,0.5422372054918483,0.5903476904587729,0.50836054691628,0.2975484513188206,0.5650219928590161
130,Gay Inc Restaurant,Indian,"138 Bradley Wall
East Brandonstad, MS 20172",$$$,4.2,522,46,True,"Instead buy commercial force him.
Expect popular task. Treatment expect success. Already mouth month front administration like.",0.6888853020500907,0.8733229158608077,0.6362913539792481,0.761121537043158,0.160071634954573,0.4615574744197899
131,Valentine-Holland Restaurant,Japanese,"635 Robert Stravenue
Josephland, OK 49365",$$$$,3.7,305,44,True,Difficult because right speech staff Mr. Various test employee. Book water avoid.,0.009331619827093296,0.24667886452162302,0.7264617151130048,0.9918099513493635,0.0991780995872159,0.40149431586128825
132,Jimenez Ltd Restaurant,Indian,"38061 Cline Trail
Markside, NH 01545",$,4.1,329,43,True,Next their process same day back. Art actually democratic stand could bit decade.,0.8000709686991595,0.20403563462889884,0.5550849493022862,0.7330712960296748,0.615985450260179,0.18802473461541613
133,Hicks-Hill Restaurant,Mexican,"493 Richardson Park Apt. 832
South Andrewside, MI 83855",$$$,3.9,927,59,True,"Environment live most goal. Until base issue character. Issue free kid have any him up.
Country computer every parent million. Race position where detail.
Offer draw mother.",0.3553845686857394,0.7837917844853972,0.5542265141320166,0.005229613542912737,0.7609907600280938,0.03531135494023907
134,Baird-Sanchez Restaurant,Thai,"0641 Alyssa Freeway
Vasquezton, FL 93778",$,4.2,581,43,True,"Behind me red. School system reach color race coach forward.
While program into again. Thing color set act goal. On major easy body standard note wrong.",0.7457337827312321,0.2024805601652374,0.9580734801193802,0.3679407513020845,0.3269316163380791,0.14888805033244468
135,"Thomas, Lee and Greene Restaurant",French,"86571 William Route
Jonesshire, AR 57515",$,3.8,841,44,True,Simple tax total other both rate rock. Challenge improve detail. Ground all officer receive.,0.3056042154902149,0.8766507618282006,0.9963343376272473,0.36830953050684834,0.44861063095454257,0.722070938202737
136,"Suarez, Shields and Hill Restaurant",Indian,"44565 Chavez Fort
East Derekshire, CT 20870",$$,4.4,358,30,True,Item lawyer why society. Body across until chair race. Whom perhaps professor field explain son administration. Design stay but.,0.8861957804650745,0.5930443341867842,0.39152569817782934,0.41262184084862374,0.6956181464968069,0.0032182636042786816
137,Morgan-French Restaurant,Chinese,"5618 Oconnell Fords Suite 474
North Ericport, GU 92868",$$,3.4,849,54,True,"Usually eat question hit human tough throw.
Financial nor quickly follow official raise current career. Current figure father until leave contain site.",0.6195893374598407,0.3554930104413574,0.7941973312770843,0.09299063982313216,0.5882022669483905,0.48097288988612374
138,Hoover-Campbell Restaurant,Korean,"52135 Palmer Springs
Jorgeburgh, AK 53505",$$$,4.4,788,33,True,Tonight there apply suddenly call prove leg. Least approach area stop practice four best. Not real ten building once. School apply day century science manager difference.,0.6423255259052274,0.06485359448296835,0.5799837874281313,0.5614845879595237,0.5606600944161709,0.6034876665964548
139,Monroe-Carpenter Restaurant,Mexican,"71210 Maria Forges
East Madison, MN 90453",$$,3.8,882,32,False,"Listen strategy kitchen argue. Feel low contain dog.
Start race teacher pay it. Continue stand price. Memory record customer lose.
Where manage property hospital. Less spend challenge exist.",0.6764679372263622,0.8049889996807698,0.26982072012821434,0.8250494101800621,0.4982556822634536,0.07705827913433116
140,"Burns, Hernandez and Ryan Restaurant",Italian,"941 Wendy Flat
Lambland, MH 43957",$$$,4.7,238,15,True,Give relationship hospital artist pretty. Pretty none least teach cause size. Type attention stuff low while.,0.0585509292439792,0.3342383186960608,0.7848969771114676,0.7076809347409158,0.7886149646724064,0.5172690564416094
141,Cook-Hines Restaurant,French,"29667 Patrick Meadow Apt. 532
Joshuaberg, AZ 80993",$$,4.0,279,28,True,Two artist economy also seek kid. Paper subject type fly recognize help. News cultural make quickly different score its.,0.44019899795549056,0.14745252670628395,0.32819275360931155,0.43401936617387527,0.08860042967961723,0.22061195271121126
142,Gibson-Morris Restaurant,Mexican,"476 Brown Harbors
Taylorborough, SD 69420",$,4.9,837,16,True,Couple debate still may ground tonight table. Keep personal them notice. Site fear brother discover.,0.5982252940637388,0.7356631142391898,0.9983475113929496,0.9331133313435577,0.6425651995351915,0.421248053294072
143,Pollard and Sons Restaurant,Korean,"5787 Durham Parkway
Paulburgh, AK 42296",$$$,4.2,807,42,False,"Daughter stage form serious. Dog authority way toward.
Wonder wear our partner ball necessary.
Rich bit market different go. Field sure will again area similar specific.",0.6361773647082327,0.785651618080232,0.11833619092338732,0.40990488969628824,0.8398022856356172,0.383832951933044
144,"Reyes, Chase and Jenkins Restaurant",Thai,"0785 Terri Courts
Lake John, ND 97108",$$$,3.4,300,44,True,"Animal soon their economic arm arm just. Analysis glass pretty each factor. Huge price prevent baby voice day relate spend.
Require walk sister fall president money. Five must bit get improve.",0.5718722712271865,0.5877693608621982,0.18447625313363936,0.3622354416522884,0.33451128874193214,0.026196708532064794
145,Garner-Thornton Restaurant,Korean,"652 Joel Island
Robintown, VT 92324",$,4.6,734,52,False,Know difference here process mouth produce. Must girl ago. Senior from stock energy send describe agree rise.,0.024191763891355245,0.8316970436757735,0.2730708099728124,0.5180787662388154,0.29872557358877305,0.9406792451153405
146,Hughes-Alvarado Restaurant,American,"378 Thompson Camp
North Jessebury, AK 69503",$$$,3.7,174,18,True,Gun process site special part. Fill produce structure summer. Leg key letter whole lose such. Impact often bag today necessary.,0.25929675886577375,0.4296568127389351,0.8727302504846018,0.8419335667918086,0.18610141784627732,0.8026433097957104
147,"Pollard, Simpson and Johnson Restaurant",Korean,"325 Samantha Vista Suite 002
Port Daniel, NC 48327",$$$,3.7,14,15,False,"Team oil among response article research else. Administration suddenly support music and.
Board medical both back daughter now. Author interview executive agency parent growth.",0.45818688673789265,0.4829688720853552,0.13347997241594378,0.08060151375712465,0.7279393069737652,0.49646115235529975
148,"Sanford, Rivera and Garcia Restaurant",American,"USNV Bush
FPO AP 52352",$$,3.1,860,22,True,When yeah not young. Nature individual run summer month anything line modern.,0.43685070261517955,0.7295082286523967,0.7655128989911097,0.15890816766935356,0.6102251494776413,0.13535408227768553
149,Garcia-Lozano Restaurant,Thai,"5226 Banks Extensions Suite 392
Parkerport, DC 23793",$$$,4.1,388,43,False,Discover still would understand each training. Program painting somebody game brother impact measure chance. Plan significant tonight then administration building enjoy.,0.7513750860290457,0.6569551562671395,0.956614621083458,0.06895801635642118,0.05705472115125432,0.28218707469320015
150,Bowen Group Restaurant,Greek,"029 Mccall Ridge Apt. 917
West Julie, IA 45958",$$$$,4.1,87,53,True,"Piece scientist job serious record safe. Trouble view base time order have power here. Computer reveal evidence significant discussion manage.
Military modern meet up expect himself serious.",0.26170568373590597,0.24697879907199982,0.9062545805210367,0.2495461998495061,0.271949726128631,0.7593982624179637
151,"Booker, Jones and Harrington Restaurant",American,"Unit 2157 Box 0433
DPO AP 09386",$,3.7,419,17,True,"Explain main difference college. Writer send under project cell.
Stuff senior agree total whether music sometimes. Major state hard.
Interview know call law truth respond try. Know it enjoy ten.",0.44973984245054,0.7767105569551812,0.06536615756438524,0.4875711936733843,0.03361360018328263,0.06265320345535452
152,Morgan-Schwartz Restaurant,Italian,"006 Oconnor Expressway
Snyderfurt, MI 72069",$$,4.8,583,46,True,"Religious fire under item. Fish success produce there along play account. Only the detail cultural.
Machine cost market capital. Week tax see about. Make particularly report although.",0.906437453344411,0.13924537111759516,0.5324206822752171,0.41109560260070654,0.3473433262588427,0.8998333456872725
153,"Miller, Murphy and Craig Restaurant",Korean,"327 Lauren Bypass Suite 054
North Matthewfurt, GA 96443",$$,3.3,141,24,True,"Despite while to shake. Wide foot production break let five.
Recent relate similar low source major. Reach ahead environmental Democrat surface important.",0.0218233967754895,0.6637896861755891,0.9633944342135504,0.5601681834618419,0.9368224620330918,0.05225787928602377
154,"James, Stewart and Higgins Restaurant",Korean,"9970 Dunlap Expressway
Mooreville, MA 27442",$$$$,3.7,610,24,True,Form painting after reveal sort bed relate treatment. As any decision movement world study how. Face claim hear including need. Vote already after wait bill.,0.4187933190741614,0.26015779096205116,0.7308209649807298,0.9812970904972467,0.2565300624442478,0.6541746014740745
155,Brennan-Johnson Restaurant,Italian,"Unit 6884 Box 4431
DPO AE 51999",$,3.6,758,33,False,Story teacher size interesting sea. Ever dark enough prevent likely. Involve develop image everything expect.,0.19809763275974013,0.5653302545716099,0.4639324866883362,0.9720053296315371,0.6085272726964666,0.3495063720868188
156,Young Ltd Restaurant,Chinese,"05061 Colon Road Suite 310
East Danielle, CO 62572",$,3.2,51,48,False,College ten majority economic center pattern list. Set arrive management in scientist strong already.,0.11409578488793337,0.15124682873493456,0.2253169299512351,0.250966661340298,0.8506160578411378,0.5612227882825249
157,Bright-Francis Restaurant,Japanese,"7741 Lopez Light Suite 270
Scottview, IN 35701",$$,4.0,98,47,True,Although interest color sort. Cause them industry across brother yet result. Mission past he practice center.,0.5233909113743664,0.11476887186921747,0.860139693349435,0.7228143032084837,0.06766836190000158,0.7078350972297687
158,Good-Hodges Restaurant,Greek,"115 Arellano Radial
New Bruce, MS 68996",$$$,4.4,411,37,True,"Really Mrs former article light. At player third general.
Ever star test once figure.",0.5435382173426461,0.08172534574677826,0.45830064152865646,0.484696287130047,0.16577454016327575,0.9456981470002823
159,"Brennan, Wallace and Benson Restaurant",French,"374 Ralph Walk Apt. 898
North Stacy, NV 23160",$$,4.0,305,42,True,"Follow time appear. Southern international line few service drive hotel. Relationship great stuff first back painting.
Watch street represent style. Kid reason economy build tonight present concern.",0.8499753714806619,0.6690223373291083,0.4622955610006072,0.4117655415845085,0.6509734671509542,0.5454318694069055
160,Williams Inc Restaurant,American,"USNS Stanton
FPO AE 17040",$,3.3,849,46,True,"Positive politics huge. Ever arm occur air responsibility.
Place make list themselves seek space although ahead. Relationship computer surface bar. Argue PM artist best.",0.062273105881885615,0.5125026487703317,0.8064036172328395,0.45923987759695806,0.05195657755426841,0.7862781993840331
161,Howard-Jordan Restaurant,Italian,"632 Flores Stream
North Paulfurt, OH 43247",$$$$,3.8,304,21,True,"Common and part read. Common section study about event go.
Nothing recent not leg break bed role. Fish phone after college. Design hear ball.",0.2013637821359744,0.2586208348880388,0.1647063534322959,0.33021506487149754,0.756751505688635,0.5193858595039373
162,Schmidt PLC Restaurant,Thai,"99861 Hernandez Port Apt. 191
Mikaylastad, FM 54357",$$,3.0,625,43,True,Including structure evening current without else. Enough majority official give politics last. Reach color wear one choose notice year its.,0.20488127415071256,0.8778300781520408,0.8795818549515292,0.8705784250460069,0.23879621138153928,0.4512393441809881
163,"Sparks, Jackson and Miller Restaurant",American,"970 Joshua Divide Suite 065
North Julie, PW 35704",$,4.7,535,22,True,"Only head help open almost red picture. City little from.
Tree fill level control. Keep pattern order.",0.9849896561408751,0.7720124763099904,0.027167421225559818,0.06520459126049205,0.46393137681233276,0.9092202058615602
164,Harvey-Allen Restaurant,Japanese,"PSC 0544, Box 4713
APO AE 39885",$$,3.2,809,15,True,"Whole wall cup win sell candidate four whether. Finally she soon learn.
A challenge third feeling ball door data. Right child new simply.
City beyond near hour defense line heavy.",0.5387017979527142,0.4978125080342902,0.10547369995663058,0.656780104724294,0.8221031606002255,0.38042000750756233
165,"Thomas, Murray and King Restaurant",Thai,"Unit 7546 Box 9137
DPO AE 53869",$$$,4.2,700,17,True,"Particular seem trip. Catch could deep itself fund. International expect hit start.
When instead clear radio strong.",0.7756118509253275,0.9644766539008116,0.2037664591276891,0.5233296311947413,0.28713795808457554,0.7928544190338394
166,Estrada-Nolan Restaurant,Mexican,"82148 Taylor Vista Apt. 233
East Antonioton, PW 47736",$$,5.0,646,38,True,"Southern traditional maybe sit Republican such will born. Wonder mother himself push.
Front various opportunity. Method pass the itself let.
Test least anyone out.",0.5775933658811575,0.6345824175503038,0.7979141596158941,0.3959704726624549,0.9150900684070432,0.53302886724614
167,Santana-Byrd Restaurant,Korean,"7861 John Overpass Suite 279
Maxview, WA 90790",$$,4.1,431,37,True,"Issue ever will ready each stay strong. Notice American force although participant rich speech.
Mention rise front PM few husband. Wear either present third.",0.157954822835348,0.6958991181688025,0.7932613504382544,0.31676167706752667,0.857179256998753,0.9061432547657664
168,Jones LLC Restaurant,Mexican,"0293 Deborah Springs
West Denise, NY 03129",$,4.8,874,22,True,"Above debate site price ever. Out wish fish determine adult foot as.
Step onto play forget home upon actually future. State charge take material mother color.",0.2769044873778089,0.9835214727152221,0.14071152804875842,0.20201566840248997,0.18422483923802613,0.8939897100078704
169,"Evans, Hayden and Vaughn Restaurant",American,"2290 Johnny Valley
Jenniferview, NE 49846",$,3.5,32,51,False,Season writer heart Mrs her we but. Design yeah number condition city since.,0.6542925523249619,0.15210428322227287,0.440323418368349,0.615298025069802,0.08346408498938329,0.8824163684073387
170,Bruce-Gonzalez Restaurant,Japanese,"3748 Silva Avenue Suite 899
Kennethville, NJ 08868",$,4.5,584,17,True,"Oil individual industry country ahead difference. People your outside rule watch foot economic notice.
Weight age over smile. Need tell sure claim hard themselves. Line require current car.",0.8036035354415352,0.5052067735766382,0.9671266152591704,0.4177609792750997,0.9841103190364978,0.6679199988036271
171,Castaneda-Rodriguez Restaurant,Greek,"544 Lopez Path Apt. 096
Erintown, SD 65692",$$,4.1,152,47,True,Left while according allow quality. Yet television audience indicate employee respond building.,0.6346712732539415,0.165954895295785,0.881927758304644,0.42748968792061515,0.16223340578247936,0.01260751997575904
172,Armstrong-Andrews Restaurant,American,"Unit 4666 Box 0993
DPO AA 95731",$$$,4.4,674,42,True,"Decide best politics available tonight man each. Garden ready former late election.
Along cause miss ago they nor research fill. Nothing fight require pull.
Chair factor his PM. Surface on chance.",0.5597556836383826,0.5273996221226763,0.7193536223691586,0.8902580530178021,0.07940658464302952,0.7314964903403623
