restaurant_id,name,cuisine,location,city,price_range,rating,num_reviews,delivery_time,is_open,restaurant_type,description,phone,website,established_year,comfort_level,energy_level,social_intimacy,adventure_factor,stress_relief,romance_factor,avg_wait_time,capacity,parking_available,wheelchair_accessible,accepts_reservations,outdoor_seating,wifi_available,live_music,happy_hour
1182,"Foster, Myers and Williams Grill",Indian,"527 Powers Forest, Detroit, DE 07474",Detroit,$$$,3.0,1389,82,True,Steakhouse,"Live property reality expert one including rather. Religious painting development challenge. Which life move over new along.
Society easy dark past rise court. Base hot effort sit nothing ago once. Power about art voice.
Cause mission wait each knowledge. Investment behind science reveal.",001-274-261-4224x74483,https://www.baxter.com/,2016,0.874,0.332,0.446,0.562,0.396,0.599,27,94,True,False,False,True,True,False,True
1183,Baker and Sons Cafe,Korean,"222 Cindy Fords Suite 812, New York, DC 66811",New York,$,2.7,1711,63,True,Fast Casual,"Similar so none yeah. Specific also piece leader economic pattern question occur. Contain impact measure degree finally rather do.
Development great trouble up to. Huge item quite class about project. Assume when federal. Night increase past onto.",723.900.0159,http://moore-richards.org/,1998,0.782,0.979,0.348,0.166,0.531,0.412,40,36,True,True,False,True,True,False,True
1184,Lewis Group Grill,Spanish,"122 John Burg, Philadelphia, SD 20549",Philadelphia,$$,4.7,202,64,True,Casual Dining,"Cut huge bad let return chair until. Eat run billion marriage pull direction community million.
Task account picture join everyone. Should guess however protect instead. Research analysis general explain win various.",(470)741-3727,https://www.lopez-burton.net/,1973,0.863,0.121,0.751,0.804,0.377,0.054,32,20,False,True,False,True,False,False,True
1185,Jones-Rivera Bistro,Moroccan,"1693 Greer Station, New York, GA 68531",New York,$$$$,2.6,1641,23,True,Seafood,"Century stop throw accept score over all. Door sell movie their field agency. Region total manager nature hold.
Bad reason kind high later require.
Art speech particularly sit. Put mean especially these various figure. Already collection cut learn tend money positive. Onto hair player.",548-431-5458x218,https://www.lewis.com/,2005,0.023,0.821,0.985,0.746,0.332,0.049,33,106,False,True,False,True,True,False,True
1186,Cox-Carroll Grill,Chinese,"63552 Alexander Vista, Milwaukee, IN 62800",Milwaukee,$$,4.5,1968,25,True,Seafood,"Minute their condition bad hundred enough no. National growth deal page property begin world. Pattern brother including serve parent.
Ago treat check million school law. Deep state difference behind now class.",+1-422-341-9083,http://brown.biz/,1994,0.153,0.444,0.287,0.179,0.365,0.996,7,108,True,False,False,False,True,True,True
1187,Pierce-Gutierrez Bistro,Japanese,"0164 Michael Lights, Phoenix, PW 37268",Phoenix,$$$$,4.8,1203,89,True,Sports Bar,"Government condition level end month walk. Fall suffer hotel. Can information movement sometimes sort everything.
Above more bit. Give question check address wait.
Per successful a time light. Let another hospital career computer shake art. Different practice practice term appear science operation.",424-894-3797x5363,https://www.williams.com/,1991,0.857,0.258,0.591,0.347,0.982,0.279,10,61,True,False,False,True,True,False,False
1188,Rodriguez-Cole Kitchen,Lebanese,"3882 Denise Loaf Apt. 001, San Antonio, MI 52293",San Antonio,$$$$,3.6,542,20,False,Seafood,"Professor wall beautiful. Training second choice democratic call.
Local small computer year. She test leg record be book yourself. Join management population wife.
Appear skill detail today indeed. Issue who social outside sign.",001-599-711-9475x964,http://myers.com/,1985,0.301,0.994,0.191,0.459,0.241,0.903,18,118,False,False,True,False,True,False,False
1189,Diaz Ltd Grill,British,"5531 Alicia Mall, Indianapolis, SD 22156",Indianapolis,$$,2.6,1252,46,False,Steakhouse,"Prevent build evening bad high election trial. Other court resource life reason west lay. Visit within unit policy read. Degree nothing attorney go help again lawyer.
Budget executive idea onto various grow walk. Animal chance grow structure. About arrive while.",+1-329-656-5422x472,https://www.watson-brooks.com/,1991,0.611,0.448,0.628,0.689,0.362,0.07,25,54,True,True,False,False,True,False,False
1190,Oconnell and Sons Grill,Greek,"702 Blair Crescent, Denver, DC 95785",Denver,$$,4.6,443,32,True,Farm-to-Table,"Budget wonder else accept since.
Food rate brother language kind past by than. Candidate increase individual.
Year risk range election success former. West see education grow talk past girl.
Quickly chair term picture trouble for. News west office.",+1-396-955-9834x6077,http://stark.biz/,2009,0.266,0.381,0.729,0.375,0.504,0.079,10,198,False,False,True,False,True,False,False
1191,Haynes-Lee Restaurant,Filipino,"50013 Parker Walk, Chicago, MH 66276",Chicago,$,3.1,651,29,False,Fast Casual,"Key treat car natural. Field age behavior three program. Early away management we front participant.
Politics chance situation sometimes. Order left affect race.
Keep field around others. Blood high speech federal.",506.910.2362,http://www.miller.org/,2002,0.852,0.832,0.048,0.22,0.928,0.243,31,66,False,True,True,True,True,False,False
1192,Wilson Group Restaurant,Indian,"06221 Michele Road Suite 537, El Paso, NJ 27135",El Paso,$,4.4,148,21,True,Family Restaurant,"Receive plant partner personal them. Continue benefit here everybody kitchen produce. About central change challenge rise especially similar.
Research at summer. Produce college actually improve decade himself skin easy.",001-765-668-8960x344,http://www.cummings.info/,1969,0.261,0.521,0.883,0.568,0.66,0.806,23,152,True,True,True,True,True,False,False
1193,Mcclain LLC House,Turkish,"768 Price Mission, Oklahoma City, MA 77148",Oklahoma City,$$,3.6,485,43,True,Organic,"Later apply personal employee structure whose mouth. Attorney somebody area structure later worker. Deep character skin company worker trouble in.
Effort place sometimes stage parent. Half economic safe.",3675872536,http://burns.net/,2011,0.621,0.573,0.32,0.321,0.691,0.594,20,73,True,True,False,False,False,False,False
1194,Reese PLC Bistro,Lebanese,"514 Hart Mills, Fresno, CA 09432",Fresno,$$,2.7,396,48,True,Fast Casual,"Attorney picture forget drive development seven. Financial least him. Window there computer full southern.
Minute artist worker your after also. Cut drive network article especially democratic form.",(894)903-2400x0102,https://horton.biz/,1951,0.039,0.151,0.247,0.171,0.202,0.795,24,173,True,True,False,False,True,False,False
1195,Hall and Sons House,Russian,"7300 Garcia Forges, Los Angeles, RI 38378",Los Angeles,$$$$,4.7,1305,70,True,Family Restaurant,"Red young main democratic. Receive lead collection land.
True base much trade become say through involve. Light should effort really nice billion everybody. Strong similar there agency six. Religious finally stay shoulder box rate.",3722371333,https://trujillo.com/,2016,0.091,0.233,0.239,0.38,0.438,0.69,6,103,False,True,False,True,False,True,False
1196,"Smith, Reyes and Wall Restaurant",Russian,"3060 Norman Knoll, Sacramento, PR 67486",Sacramento,$$,3.8,1554,60,True,Casual Dining,"Executive seat often race green fine.
Watch party use as. Cultural although suggest finally lot ground.
Discover respond plan view best ever who ball. Arm discover us form several blue. Miss itself enter view once now when reflect.",001-424-331-8208x34977,https://allen.org/,1966,0.518,0.487,0.503,0.703,0.526,0.004,27,144,True,True,False,False,True,False,True
1197,Hayes-Flynn House,Mexican,"678 Andrew Oval, Milwaukee, AR 58352",Milwaukee,$,3.3,1149,55,True,Vegetarian,"Will fine yard girl early national special. Newspaper particular audience hand everyone.
Can fight into eight spend music. Movie heart black partner ahead identify parent institution. Against already charge wind.
Hand old lawyer network hope. Require reach area situation past than song.",597-940-3901x848,http://morris.info/,2008,0.909,0.856,0.295,0.19,0.046,0.915,26,27,True,False,False,False,True,True,False
1198,Brown-Mccullough Bistro,Ethiopian,"483 Francis Port, Louisville, OH 55755",Louisville,$$,3.4,1300,15,True,Fine Dining,"Production reflect white loss unit. Avoid man cultural art. If huge work than happen.
Pressure believe environmental house find. Spend population before she animal across present. At both speech defense help.",001-774-520-2107x599,https://hall.com/,2005,0.894,0.185,0.764,0.456,0.468,0.147,34,102,True,True,True,False,False,False,True
1199,Green-Adams Bistro,American,"3222 Ariel Vista Apt. 878, Seattle, TN 80154",Seattle,$,2.7,295,58,True,Seafood,"Address design offer medical mean agent. Condition voice hour worry affect. Provide play structure three throw on young.
Likely authority other matter someone. Time matter article past than entire. Apply long sound clear physical even instead.
Particular writer scene focus.",(335)691-2002,https://www.clark-sanchez.com/,1976,0.285,0.799,0.342,0.879,0.281,0.881,41,74,True,False,True,True,True,False,True
1200,Lopez-Wolf Restaurant,Thai,"717 Moore Prairie Suite 901, Washington, WV 39025",Washington,$$$$,4.0,1914,17,True,Family Restaurant,"North process top front pick make feeling. Firm allow imagine professor race can. Interesting suffer man maintain interest person too.
Such around kitchen market thought.
Easy across goal.",5343563554,http://wang.biz/,1956,0.147,0.037,0.104,0.512,0.19,0.099,12,123,True,True,False,True,True,True,False
1201,"Anthony, Gonzalez and Peterson Bistro",Chinese,"167 Larsen Plaza, Philadelphia, DE 03090",Philadelphia,$,4.4,1991,70,True,Farm-to-Table,"Raise stand market. Detail purpose cultural action lot.
Design author last color. Camera realize night. Grow also use never.
Explain because everybody base. Boy eight cup year. Employee my research who story north safe through.
West surface once rise. Community area forget record his.",001-853-948-7964,http://www.mitchell.com/,2019,0.542,1.0,0.893,0.087,0.312,0.952,10,91,True,True,True,False,True,False,False
1202,"Phillips, Carter and Mckenzie Grill",Mexican,"987 Timothy Springs, Denver, MA 72328",Denver,$$,4.1,540,32,True,Vegetarian,"City realize other middle book result. Mouth argue area.
Here yourself term leg commercial sister. Training own some black.
Break war may training left however. Language class at social as.",+1-462-397-3612x4642,https://zimmerman.com/,1999,0.403,0.468,0.739,0.67,0.541,0.246,40,181,True,True,True,False,True,False,False
1203,Sullivan-Newman Kitchen,Brazilian,"5064 Short Coves Suite 717, Denver, SD 35335",Denver,$$$,4.6,903,64,True,Bistro,"Dream attention say officer outside doctor behind. Note need entire any watch prepare list. Natural bag card market. Pretty with this cultural.
Vote no poor born three media. Bank physical visit believe. Far guess model similar us hold together.",587-206-8732x157,https://hines.com/,1967,0.971,0.433,0.12,0.462,0.502,0.51,18,50,True,True,True,False,True,False,False
1204,Floyd-Reid Cafe,American,"095 Price Valley, Denver, NV 53640",Denver,$$$$,4.1,30,77,True,Wine Bar,"Hot analysis common page idea consumer. People TV conference. Bank experience guess area above.
Result large yeah consumer. If health computer buy support moment assume. Position local land national crime.
Plan front study establish while it.",+1-858-842-4780,https://hernandez-walker.com/,2023,0.618,0.462,0.289,0.099,0.373,0.741,23,93,True,True,True,False,True,True,True
1205,"Armstrong, Day and Ryan Bistro",American,"244 Thomas Crest Suite 521, Indianapolis, OK 41127",Indianapolis,$$$,2.8,400,47,True,Fine Dining,"Say either why side. People detail itself camera city generation consumer. Strong modern hair.
Long imagine kid break. History old mind know include science service.
Own stand future no rate. Card tend time tax wife.",274.721.7979,http://owens.net/,1958,0.471,0.36,0.163,0.53,0.879,0.472,15,79,True,True,False,False,True,False,True
1206,"Ochoa, Bradford and Hill Grill",Filipino,"743 Jose Plain Suite 632, Baltimore, PA 46439",Baltimore,$$$$,3.9,720,82,True,Vegetarian,"Everyone with appear a result reality suddenly. Letter speech east him wonder thank couple. Whole simple yet.
Media the Congress carry seat security. Life have leave morning yes how phone. Wife among seek single.
Before nice if staff any foreign north.
Discuss street security wife.",001-657-812-9489x543,https://www.greene.com/,2022,0.449,0.02,0.811,0.229,0.781,0.29,5,117,True,True,False,False,True,False,False
1207,"Gross, Allen and Lawrence Bistro",Peruvian,"2254 Kayla Lake Apt. 005, San Antonio, PW 55000",San Antonio,$$$$,3.2,1187,29,True,Steakhouse,"Herself kitchen interest. Once hair despite enter east second.
Model artist effect husband hotel fill. Decide call group capital through president. Tv prevent wonder carry data their shoulder. Car clearly reflect should.",+1-737-379-9884x1404,https://smith.com/,1998,0.049,0.315,0.897,0.904,0.08,0.95,10,25,True,True,False,False,True,False,True
1208,"Ellison, Perry and Stein Kitchen",Thai,"0132 Jordan Course Apt. 494, Oklahoma City, ND 45832",Oklahoma City,$$$,3.7,1586,55,True,Casual Dining,"Million until type big win program decade. Mean write here when. Ground fast leader catch such sound.
Final thus want even.
Consider particularly identify. Challenge modern despite describe themselves. Local left end popular world chair control.",001-341-325-5434x9237,http://jones-hernandez.info/,1986,0.709,0.712,0.737,0.116,0.734,0.901,16,120,True,True,False,False,False,False,False
1209,Lewis-Jones Grill,Mexican,"48232 Carter Field Apt. 737, Las Vegas, MO 26810",Las Vegas,$$,3.0,443,65,False,Fine Dining,"Before success meeting.
Owner base rich popular. Among part every key certainly concern across.
Build sort but travel energy herself keep. Stuff authority head material. Day opportunity office.
Able son item girl. Per including already property major cultural song.",8789314772,https://ibarra-watson.net/,1962,0.855,0.114,0.505,0.361,0.995,0.393,32,56,True,True,True,True,True,False,False
1210,Wilson and Sons Restaurant,Korean,"9536 Dorothy Canyon Suite 052, Detroit, NM 68727",Detroit,$$,3.2,89,45,False,Vegetarian,"Let guy about clearly want. Decide feel environmental able also huge natural. Many feeling argue guess baby treatment science.
Perform camera organization teach collection community. Charge arrive away assume song however consider. Yet through economic situation loss help use sign.",233.353.0013,http://www.parker.org/,1999,0.176,0.337,0.36,0.819,0.833,0.766,33,160,False,True,True,False,True,False,True
1211,"Nash, Sanchez and Davis Grill",Mediterranean,"07157 Thomas Islands, Louisville, NH 57072",Louisville,$$,4.4,1465,86,True,Cafe,"Expert safe physical. That shake word hair.
Add again else among officer. Artist study involve cover firm war.
Here more partner mean fill. Right process since keep discover thought well.
Various particular song central character others. Ready by hand tend theory hold course.",712.799.3217x072,http://clark-miller.com/,1990,0.877,0.072,0.057,0.791,0.625,0.661,11,62,True,False,False,True,True,False,False
1212,Ortiz Ltd Cafe,Indian,"91688 Bradley Cliff, Dallas, NE 07772",Dallas,$$,4.8,378,86,True,Food Truck,"Throughout smile without everything name including. Action project usually book on.
Station offer avoid every everyone your himself. You capital right million. Nearly cut total little clear ask.",(588)415-0408,http://www.jimenez.com/,1989,0.169,0.057,0.222,0.603,0.887,0.978,8,53,False,True,True,False,True,False,False
1213,Watkins PLC Cafe,British,"79835 Christopher Pike Apt. 182, Jacksonville, GA 86554",Jacksonville,$$$$,4.7,1449,46,True,Vegan,"Amount mother increase yes wrong. Protect present shake three store responsibility everything social. I approach heavy.
Million hard once next while Mr. Hold our either plan have rather contain. Another feeling drug performance.",628-736-5468x44969,http://www.carter.net/,2017,0.94,0.479,0.899,0.153,0.563,0.96,5,25,True,True,False,False,True,False,False
1214,Simpson LLC Bistro,Filipino,"753 David Forges Apt. 051, El Paso, NV 57397",El Paso,$$,4.5,1824,59,True,Fast Casual,"Next lose career to military article guess. Event back debate case.
Trial body local church. Agreement listen against actually region item. Beautiful seat reduce member return relate suffer.",5405969020,https://www.ross.net/,1988,0.675,0.265,0.233,0.213,0.532,0.76,22,111,True,True,False,True,True,False,True
1215,"Dennis, Barnett and Gordon Cafe",Japanese,"21998 Kelly Fields, Nashville, AS 22366",Nashville,$$$,4.6,756,18,True,Cafe,How far hot practice hand nearly chair. Dream attorney history face century. Source lose prevent measure stay too. Offer particularly race wish affect.,302-510-1097,http://miller-cochran.net/,1972,0.07,0.745,0.567,0.458,0.147,0.076,34,154,True,True,True,True,True,False,False
1216,Everett-Morales House,Korean,"63096 Wong Parks Apt. 961, San Antonio, MS 09356",San Antonio,$,3.6,1761,57,True,Organic,"Push statement nearly. Again weight six letter between opportunity.
Hotel center film president feeling quickly. Effort notice week want somebody. Another station we official easy factor.
Management should key back note win simple letter. Everything whose hit. Remember kid game stand food.",503.406.4830x685,http://www.banks.com/,1993,0.115,0.615,0.694,0.515,0.876,0.121,34,183,True,True,False,False,True,False,True
1217,"Garcia, King and Thomas Restaurant",Chinese,"8270 Graham Points Apt. 502, Denver, MP 46075",Denver,$$$,4.4,1105,88,True,Bistro,"Then age military. Entire alone one trade else concern. Institution let in serve safe often.
Deal later father serve trip base although perform. Less power record use.
Girl foot tree then up. Small scientist occur control southern than develop service.",001-362-828-8972x0728,http://www.bush.org/,2009,0.797,0.416,0.72,0.343,0.298,0.121,14,174,True,True,True,False,True,False,False
1218,Zuniga-Little Bistro,Lebanese,"026 Rachel Estate Apt. 560, Nashville, NH 97406",Nashville,$,4.0,1706,56,True,Fast Casual,"Occur off space operation. Dark herself think particularly. Interest benefit little position should letter protect.
Who know on trade last suddenly above. Space senior mouth thing interest hospital because.",343.495.7887,http://beltran-beasley.biz/,1997,0.177,0.774,0.928,0.591,0.241,0.383,22,42,False,True,False,False,True,True,False
1219,Taylor-Garcia Restaurant,Russian,"90065 Ralph Squares Apt. 792, San Francisco, AS 17591",San Francisco,$$$$,3.3,761,31,True,Bistro,"Size born I follow response fight. One even might lose.
Case especially value school finally. Decision poor door house hospital place. Public catch bit song something news.
Last after maybe newspaper Mrs look happy. Speak pass realize.",(315)472-1224x912,https://www.rice-perez.com/,1960,0.93,0.197,0.187,0.198,0.92,0.453,23,198,True,True,True,False,True,False,True
1220,"Shepherd, Henderson and Webb House",Filipino,"66562 Anderson Course, Indianapolis, NE 51209",Indianapolis,$$$,4.0,1489,71,True,Fine Dining,"Pretty skin thing affect reach focus. Explain certain which office artist to party.
Fast discuss change difference option push. These really home free item or bank.
Change increase nation total cell. Open seem forget church exactly yet decade.
Factor defense resource include film.",001-650-488-1806x125,https://www.rogers.biz/,2016,0.584,0.571,0.824,0.296,0.191,0.174,45,181,False,True,False,False,True,False,False
1221,Collier Inc Bistro,Chinese,"61637 Owen Cape, El Paso, FM 97109",El Paso,$$,4.0,905,62,True,Casual Dining,"Pull conference job only born magazine. Yard tough admit forward bed could their at. Politics say reflect. Trial fill professor different.
Me might bed address. Senior form news blue knowledge role. Want service company arrive week into.",+1-337-564-3575x636,http://olsen-hayes.org/,1957,0.388,0.646,0.18,0.051,0.766,0.594,9,41,True,True,True,False,True,False,True
1222,Johnson-Riddle Restaurant,Japanese,"530 Juarez Parkways Suite 920, Sacramento, MS 24577",Sacramento,$$$$,3.9,10,29,True,Buffet,"Itself they example heavy. About unit include arm kind next your.
Democratic write suddenly from become school. Identify small possible reduce air cell.
Capital around focus view throw door term. Mrs PM conference senior tree born. Cell example yourself kind.",494-870-8498x3181,https://evans-king.com/,1975,0.657,0.321,0.36,0.029,0.607,0.474,43,81,False,True,True,False,True,False,True
1223,"Casey, Mcneil and Ford Bistro",Japanese,"010 Brent Parks Suite 153, Oklahoma City, HI 99422",Oklahoma City,$,4.5,715,90,True,Vegetarian,"Big finally attention decade lose book loss outside. Opportunity vote rock friend.
Want actually page media door. Skin rate address wind finish imagine because. Happy matter mind available benefit western.
North weight can range else. Impact dinner present low.",9808899622,https://barrera.net/,1975,0.116,0.985,0.481,0.988,0.969,0.243,41,35,False,True,True,False,False,False,True
1224,"Smith, Pierce and Mullins Restaurant",Moroccan,"932 Wheeler Mews, Tucson, WA 15546",Tucson,$$$,4.9,643,63,True,Fine Dining,"Partner forward agree receive. May hundred out drive call. Break question discuss. Large Mr onto culture learn.
Establish floor standard parent.
Operation song positive room each. Likely person huge six move.",001-950-725-4443x96367,http://www.ramos.com/,1992,0.523,0.127,0.684,0.907,0.577,0.678,25,93,True,True,True,True,True,True,False
1225,Banks-Nielsen Restaurant,Turkish,"41904 Kemp Mills Apt. 478, Las Vegas, GA 29614",Las Vegas,$$,4.0,1097,52,True,Bistro,"Chair time million can visit. Spend piece community reflect able. Line will stock among your on why.
Ready message more court nation apply find. Information employee open with exactly throughout author purpose. Example short good bank far rule.",965-618-6625x188,http://www.young.com/,1974,0.554,0.238,0.498,0.341,0.031,0.294,45,91,True,True,True,False,True,True,False
1226,Bell Inc House,German,"72184 Kayla Vista Apt. 565, Fort Worth, MI 73796",Fort Worth,$,4.3,1992,24,True,Sports Bar,"Quite side significant director despite born herself. Medical give or seek drop letter improve. Leave century process war.
Sport arm benefit under.
Firm garden career.
Staff war among detail cup. Sell threat road. Could appear sport.",565.969.0002x93280,https://lyons.com/,1987,0.724,0.641,0.728,0.051,0.015,0.353,16,68,True,True,True,True,True,False,True
1227,Miller-French Grill,Chinese,"477 Nelson Roads Apt. 819, Columbus, MI 56546",Columbus,$$$$,3.4,127,45,True,Fast Casual,"During Democrat concern church town.
View kind unit sort city. Professor choice or partner.
Almost thousand now program dog. Between old small bad.
Whether data material. Study fine mouth cell dream western several myself.",689.636.7878,https://www.reeves-peterson.net/,2016,0.45,0.435,0.948,0.258,0.865,0.554,16,72,True,True,True,False,True,False,False
1228,Jones-Torres Grill,Italian,"55022 Michael Square Apt. 099, Washington, AR 37382",Washington,$,4.1,1571,23,True,Bistro,"Wish catch little. Claim most truth other radio.
Old low night president Congress.
Six know stock they wife add. Under position none edge animal available realize red. Knowledge however same experience coach investment best.",964-770-9878,https://www.anderson-sanchez.org/,2023,0.983,0.928,0.61,0.094,0.328,0.319,8,103,True,True,False,True,True,False,False
1229,"Weber, Contreras and Woodward Grill",Russian,"30970 Jessica Street Apt. 087, San Diego, ME 75076",San Diego,$$$,3.2,673,52,True,Wine Bar,"Stage tax language among hour find change. Develop alone crime color time now woman.
Scene be turn. Arm land move suddenly. Girl benefit along same artist minute likely.
Leave address ago opportunity. Wife sign same court speak. Party by than bag.",895.367.5014x204,https://dixon.org/,1991,0.577,0.613,0.649,0.566,0.631,0.565,10,116,False,True,True,False,True,True,False
1230,Green-Perkins House,Korean,"11094 Levi Keys Suite 541, San Jose, KS 11618",San Jose,$$$,3.3,653,42,True,Steakhouse,"Way south college administration box. Stage similar whom turn try office food. Low region do account.
Foreign eye soon responsibility start. Night music manager sense line.
Develop use fight body around.
Time total house full all site. Lot even fund office. Require day much.",+1-972-348-1647x8559,http://www.christian.biz/,1978,0.67,0.596,0.307,0.502,0.587,0.413,37,166,True,False,True,False,True,True,False
1231,Nguyen-Dodson Grill,Moroccan,"186 Justin Place Apt. 568, Los Angeles, TN 46819",Los Angeles,$$$,4.2,181,65,True,Buffet,"Onto general low draw. Usually century every.
Turn hear back point. Shoulder put economic lot government participant model break. Way focus few quite property. Free go low.
Course prevent walk mission. Key nature cost enjoy yes take air. On city quite.",5165090531,https://woods.org/,1966,0.27,0.18,0.671,0.575,0.984,0.513,11,132,True,True,False,True,True,False,True
1232,Hale Group Cafe,French,"00990 Amanda Trafficway, Chicago, TN 71731",Chicago,$$$,3.0,1593,36,True,Casual Dining,"Response toward live seat. Then article compare two time score. So dog grow recognize.
Discussion college itself college new read able. Middle month school. Rather rather ability through phone road.
Simple final show may almost fill its.",296.422.3318x0885,http://ayala.net/,1960,0.22,0.95,0.947,0.891,0.598,0.306,26,87,False,True,True,False,True,True,True
1233,"Kaiser, Lowe and Chavez Grill",Peruvian,"11357 Stone Spur Apt. 032, Jacksonville, OH 09725",Jacksonville,$$$$,4.4,44,30,True,Farm-to-Table,"Consumer could leave note probably. Indeed present opportunity room city defense reveal value. Test education office reason high character.
Best government program kind read third theory. Energy station paper agree total possible either. Far threat computer admit respond point.",207.561.5964,https://www.kelley-thompson.net/,1977,0.37,0.489,0.642,0.513,0.618,0.152,27,104,True,True,False,True,True,False,False
1234,"Williams, Bauer and Conley Kitchen",Thai,"0583 Williams Fort Apt. 566, Nashville, LA 94355",Nashville,$,4.9,1673,26,True,Buffet,"Sister effect determine thing them above fear. Team happen record rise record send. Four man little in service concern themselves art.
Actually wife fact piece parent public agent should. Quite big career hotel put help those.",+1-225-977-2873x930,https://nguyen.info/,2022,0.309,0.57,0.237,0.404,0.681,0.962,6,183,True,True,True,False,True,False,False
1235,"Estrada, Richards and Harris Cafe",Japanese,"0925 Kimberly Orchard Suite 233, Dallas, IN 76077",Dallas,$$$$,2.5,744,71,True,Vegetarian,"Sister sign notice light move. Admit low career plant above. Real partner early store series beautiful.
Something production do family almost leg. Ability necessary this career both. Able lot power cost soldier.",550.396.5969x3012,https://becker.biz/,1977,0.219,0.158,0.891,0.134,0.83,0.863,37,169,False,True,False,True,True,True,False
1236,Peterson Group Cafe,Moroccan,"0873 Russell Road, Baltimore, LA 89047",Baltimore,$$$$,3.0,98,62,True,Steakhouse,"Yes front study take think success special. Strategy seem work hotel recognize western policy lawyer. Produce season need.
Another many fund manager Congress sister majority. Try strong school. Age surface wife above tonight effort here voice.
Public inside guess right will name travel success.",001-603-578-6602x96823,https://stafford.net/,1961,0.114,0.159,0.995,0.028,0.827,0.799,7,46,True,True,True,True,True,False,False
1237,Weber and Sons Cafe,Filipino,"601 James Summit, Seattle, ID 44970",Seattle,$,3.6,1340,66,True,Family Restaurant,"Food program rich matter now course wait.
Animal see start answer although. Age hospital prepare administration.
Realize young treatment car matter serious. Page street grow movement yet investment.",780-239-7420x1327,http://cain-clark.com/,1992,0.286,0.225,0.678,0.576,0.08,0.473,36,33,False,False,False,False,True,False,True
1238,Miller-Smith Restaurant,Mexican,"70861 Gonzalez Stravenue, San Jose, MA 38818",San Jose,$$,3.3,1011,33,True,Wine Bar,"News either up trial. Live Congress but can energy. Growth miss pattern part sit back teacher risk.
Thought act travel hospital adult standard. Career peace candidate onto PM hair. Pm begin step technology than.
Environmental rich of table. Smile four task firm bag newspaper. Also once seek.",463.746.4331x27253,http://baker-white.net/,1994,0.784,0.021,0.096,0.038,0.592,0.523,5,43,True,True,False,False,True,True,False
1239,Grimes and Sons Bistro,Russian,"6712 Ronald Port, Fort Worth, WV 69966",Fort Worth,$$$$,3.2,1523,56,True,Steakhouse,"Meeting partner science water career character. Analysis evening begin true these. Commercial operation bag today here.
Forward assume thousand need worker much. Part staff scientist power. Sell bit company environment.
Hit hair ago ability former church. Personal city role nearly phone official.",558.901.9095x92021,http://hart-alvarez.org/,1974,0.397,0.729,0.189,0.12,0.827,0.176,18,93,True,False,True,False,True,False,False
1240,Andrews Group Grill,Mexican,"55003 Jensen Throughway Apt. 728, Oklahoma City, GU 66334",Oklahoma City,$$,3.8,770,48,True,Farm-to-Table,"Model us student young anyone country. Fight light quality deal. Easy most need music.
Window market better field really society. Despite all anyone step hope. Late build know work.
Up help campaign fine program. Throw large other not summer. Practice card effect question miss visit.",409.830.8018x35020,http://www.jones.biz/,1992,0.735,0.337,0.382,0.546,0.341,0.859,11,161,False,False,True,False,True,True,True
1241,Lewis and Sons House,Thai,"5291 Taylor Inlet Apt. 245, Boston, MO 61708",Boston,$$$$,4.5,483,58,True,Organic,"Eat across century collection short boy message. Best reveal media value resource level voice area. The spend whose next difference pay offer wall.
Ask official stand walk fact this. Step consumer dog remember.",+1-253-977-9876x7236,https://www.dennis.com/,1973,0.311,0.197,0.259,0.954,0.883,0.266,12,69,True,True,False,False,False,False,True
1242,"Reed, Spencer and Maxwell Restaurant",Korean,"245 Lucas Roads, Portland, OK 52979",Portland,$,3.7,959,37,True,Steakhouse,"Tough sister those fish.
International rule drop specific media artist Republican. Guess word professor apply heavy across. Box election Republican hand check.
A system build hold my. Well note here field he rate thank agree.
Even director tonight other step. Poor good woman between.",001-223-256-9211,http://www.may.info/,2020,0.23,0.889,0.751,0.665,0.607,0.456,36,169,True,False,True,False,True,False,True
1243,"Jackson, Davis and Conway Cafe",Russian,"12103 Shelton Roads, Columbus, VI 62342",Columbus,$$$$,3.4,409,62,True,Vegetarian,"Some second exactly girl be part. Quite tonight will none.
Beyond organization street wonder enter really. Happen traditional street you. Computer close yard both. Fact land prevent star attorney.",+1-359-701-1344,https://www.farrell.org/,1973,0.808,0.537,0.974,0.155,0.278,0.903,41,92,False,False,True,True,True,False,False
1244,"Morris, Mclean and Alexander House",Persian,"81721 Bernard Spur, Austin, AR 74697",Austin,$$$,2.9,290,82,False,Casual Dining,"Raise much movie ability rest account total find. Language science best guess thousand career. Cost appear world picture weight serious.
Community person the war young money. Government daughter traditional material.
Along must game recognize. Material teach address itself.",+1-900-659-7888x917,https://www.bentley.com/,1979,0.853,0.21,0.378,0.108,0.441,0.584,26,54,False,True,False,False,True,False,False
1245,Hood-Garcia Cafe,Russian,"15108 Johnson Square Suite 289, Dallas, MD 88797",Dallas,$,3.6,604,28,True,Organic,"A maintain community plant table.
Word against social computer page service population. Step box into finally relationship it page stand. Evening change chair middle I skin him. Large serve commercial career stop.",772.959.3462x4579,http://www.scott.com/,2005,0.273,0.054,0.423,0.355,0.104,0.988,31,137,True,False,False,False,True,False,True
