user_id,restaurant_id,rating,timestamp,order_type,party_size,wait_time,occasion
1688,4434,1.3,2024-09-23 15:56:44.684001,Delivery,4,19,Family
1316,1581,1.8,2024-04-19 03:50:08.143729,Delivery,3,26,Date
1983,242,1.9,2024-04-13 08:49:43.480575,Dine-in,3,17,Celebration
1241,1079,1.6,2024-10-10 07:15:31.098109,Takeout,5,54,Celebration
492,2293,1.7,2025-04-22 20:15:30.635556,Takeout,3,17,Date
1994,1297,2.7,2024-04-02 10:58:04.552806,Dine-in,3,13,Business
1281,1009,1.8,2024-06-07 19:13:53.618575,Dine-in,2,20,Family
1233,1952,1.5,2024-06-16 09:37:52.554379,Delivery,1,26,Date
690,424,1.6,2024-04-25 00:11:02.106429,Delivery,2,54,Casual
1159,899,2.3,2023-08-16 04:36:56.702698,Delivery,4,7,Casual
660,3142,2.2,2024-02-19 07:24:37.392533,Dine-in,1,53,Family
1940,831,1.8,2024-08-10 06:43:20.526626,Dine-in,3,37,Casual
913,3920,1.3,2024-06-28 20:17:52.687893,Dine-in,1,50,Date
99,4311,2.1,2025-06-10 08:54:26.620497,Dine-in,8,41,Celebration
1517,2008,1.7,2024-07-29 11:36:02.859863,Dine-in,5,28,Business
385,2066,1.1,2025-02-06 11:34:46.837706,Delivery,3,42,Casual
1017,2728,1.1,2023-10-06 17:31:10.502876,Dine-in,3,29,Casual
497,2844,1.6,2024-09-26 17:16:00.722663,Delivery,7,31,Celebration
1029,755,1.0,2024-02-29 20:36:51.850581,Dine-in,1,60,Casual
125,4371,1.6,2024-04-21 04:50:38.350021,Dine-in,8,36,Casual
1313,1305,1.7,2025-05-20 12:57:34.858534,Delivery,2,31,Business
857,3187,1.2,2025-02-19 07:41:18.801553,Takeout,7,5,Celebration
1651,1606,1.3,2023-08-21 22:28:27.404841,Delivery,1,35,Celebration
835,661,1.1,2024-06-27 12:55:16.715088,Dine-in,6,8,Date
707,128,2.1,2025-04-23 07:45:33.092129,Takeout,7,23,Family
1243,3649,1.1,2023-11-18 18:19:16.985508,Delivery,8,18,Casual
1555,2120,1.2,2025-02-14 14:06:36.803384,Dine-in,1,16,Date
320,1695,1.5,2025-06-08 07:18:11.556773,Takeout,5,13,Casual
1496,603,2.1,2024-01-20 08:51:17.706138,Delivery,4,12,Family
70,1242,1.7,2024-02-10 06:51:40.374201,Takeout,1,29,Celebration
1567,130,2.2,2023-10-18 21:33:55.715573,Takeout,2,8,Business
1704,2708,2.1,2025-02-21 23:56:35.575558,Delivery,5,55,Date
1998,3103,1.4,2025-02-11 00:09:22.624747,Dine-in,1,11,Family
1785,4805,1.5,2025-07-07 07:33:51.554848,Delivery,8,46,Family
1577,4377,1.0,2024-12-26 23:27:53.785024,Takeout,1,55,Celebration
404,2828,1.0,2023-10-10 04:36:03.060213,Dine-in,1,46,Business
1143,4437,1.7,2023-12-28 05:03:02.296658,Dine-in,1,58,Family
914,4338,1.1,2023-12-28 09:05:40.791129,Dine-in,7,27,Celebration
1520,4736,1.4,2024-05-20 00:22:14.788396,Dine-in,8,19,Family
786,2703,2.8,2024-09-10 13:25:52.194199,Delivery,7,44,Family
51,4456,2.7,2023-10-22 03:31:50.511953,Takeout,7,52,Family
1263,3850,2.3,2024-07-14 21:27:45.393708,Takeout,6,42,Celebration
433,4425,2.6,2023-12-06 07:22:42.979443,Delivery,1,56,Family
1687,3684,1.7,2023-08-29 00:08:24.496533,Delivery,8,6,Family
1812,3150,1.5,2024-08-29 22:23:32.778105,Dine-in,5,37,Date
1838,66,1.7,2024-12-27 19:07:42.433463,Takeout,1,37,Date
1539,3369,2.1,2023-09-08 04:49:00.640040,Delivery,5,23,Date
1156,4839,1.9,2023-09-27 11:52:16.212720,Dine-in,7,54,Casual
1515,1504,1.8,2025-03-28 05:38:58.700009,Dine-in,3,6,Business
1381,2222,2.0,2024-02-13 19:42:52.415593,Takeout,1,36,Business
1139,2912,1.6,2023-10-25 17:59:42.475830,Delivery,2,45,Celebration
408,4949,1.5,2024-02-09 16:08:18.958961,Dine-in,1,51,Family
1958,641,1.4,2025-04-04 00:21:46.001637,Dine-in,5,53,Business
1449,416,2.1,2023-07-29 20:14:34.779818,Takeout,3,26,Casual
12,3057,1.6,2024-11-22 16:09:34.649096,Delivery,1,16,Business
1775,4987,2.4,2024-08-12 02:09:13.486977,Takeout,5,52,Business
1436,4883,2.2,2024-11-22 03:53:35.270344,Delivery,5,9,Casual
1245,531,1.7,2025-06-17 03:47:22.629900,Dine-in,4,39,Casual
1559,4408,1.7,2024-08-09 00:48:00.995155,Takeout,6,32,Family
561,4106,2.5,2023-08-24 07:52:39.085349,Delivery,3,40,Date
1305,4589,2.0,2024-01-26 04:24:18.535838,Delivery,3,48,Family
384,4105,2.5,2023-12-28 10:06:35.358537,Takeout,5,6,Family
233,3160,1.0,2023-10-31 08:32:18.800142,Dine-in,8,38,Celebration
449,3463,1.5,2025-05-22 10:37:22.329643,Takeout,6,19,Family
1596,4144,1.0,2025-06-23 01:31:31.529684,Dine-in,6,39,Celebration
847,1926,1.3,2025-03-04 22:39:24.602621,Dine-in,4,8,Celebration
167,174,1.8,2023-10-21 12:50:27.047537,Takeout,5,33,Casual
1733,3979,1.4,2024-05-03 01:19:13.814766,Takeout,2,35,Business
472,4835,1.7,2025-06-24 02:37:58.364223,Delivery,4,31,Date
1007,4352,1.3,2024-01-14 15:25:19.709910,Delivery,5,41,Family
1822,1952,1.8,2024-05-02 05:33:16.556074,Takeout,7,60,Date
515,3127,2.1,2024-10-23 03:08:19.921047,Dine-in,1,51,Family
1830,2302,1.6,2023-10-30 11:44:31.281667,Dine-in,7,35,Celebration
564,1088,3.1,2024-09-04 11:44:54.272886,Takeout,6,19,Family
1911,3287,2.3,2025-04-02 04:08:17.255053,Takeout,5,50,Family
719,1489,1.0,2024-05-25 05:36:46.757414,Dine-in,7,6,Celebration
989,4495,2.0,2024-05-01 23:22:42.451315,Delivery,1,45,Date
612,2404,1.8,2023-09-11 10:14:27.780268,Takeout,6,37,Celebration
1715,1242,2.2,2024-03-25 03:03:04.721297,Dine-in,7,33,Date
608,2188,1.1,2024-10-13 16:36:28.065081,Dine-in,4,33,Business
1551,485,2.0,2025-04-01 17:51:34.195557,Delivery,8,43,Casual
1105,1641,1.5,2025-03-03 03:46:31.338241,Takeout,7,59,Celebration
491,771,1.0,2025-05-27 14:43:57.112683,Delivery,5,55,Celebration
1478,3148,2.8,2023-08-31 02:57:30.696998,Takeout,4,7,Business
1979,4392,1.3,2023-09-02 12:49:59.941424,Takeout,1,7,Celebration
101,3142,1.4,2025-02-27 19:28:41.952212,Takeout,8,20,Celebration
872,4530,1.5,2023-11-28 15:59:59.377181,Takeout,7,47,Business
543,2244,1.5,2024-03-05 19:34:00.878096,Delivery,6,29,Family
1785,2136,2.3,2025-07-07 11:53:10.497184,Delivery,1,47,Casual
1186,2869,1.0,2023-08-06 17:27:29.371592,Delivery,3,14,Family
823,1286,1.7,2024-12-08 09:56:29.142962,Takeout,8,5,Date
660,4666,1.8,2025-03-05 04:49:54.077728,Takeout,4,16,Family
267,2630,1.4,2025-05-18 16:15:02.900005,Takeout,1,36,Family
1563,4731,1.0,2023-08-29 16:50:17.383632,Dine-in,4,49,Date
636,688,1.5,2023-08-04 01:12:31.178618,Dine-in,4,33,Casual
801,2037,2.3,2023-08-23 09:23:34.121164,Takeout,6,21,Date
1853,4783,2.9,2023-08-21 15:55:57.140038,Takeout,7,10,Family
1977,143,1.3,2024-03-08 23:58:26.328666,Takeout,2,48,Casual
526,3248,1.5,2023-10-15 03:54:14.002285,Delivery,4,23,Date
1270,4608,2.0,2025-04-20 08:11:25.841853,Takeout,2,52,Business
1960,1349,1.8,2024-06-13 04:22:14.419652,Takeout,3,48,Casual
80,2366,1.6,2024-10-04 02:04:53.848287,Dine-in,6,49,Family
1993,4204,1.6,2025-03-16 16:05:02.180809,Dine-in,6,39,Family
27,4522,1.3,2025-01-30 00:08:21.138427,Delivery,8,39,Business
387,4229,1.3,2024-12-04 21:57:33.031530,Delivery,6,34,Family
72,1287,1.3,2025-03-28 21:10:48.228208,Dine-in,3,14,Casual
350,3900,1.7,2024-07-14 16:18:04.556637,Delivery,3,28,Date
1373,2810,1.4,2024-12-13 16:09:36.881357,Takeout,8,38,Family
1671,2016,1.9,2024-01-01 04:32:15.992148,Delivery,6,8,Date
1622,4942,1.1,2025-02-03 18:13:45.918168,Dine-in,3,51,Celebration
90,2901,1.3,2025-03-06 22:55:48.937970,Takeout,2,5,Celebration
1649,612,1.9,2024-01-17 18:11:41.968910,Takeout,5,55,Business
1106,2099,1.1,2023-09-23 07:45:34.989023,Takeout,7,13,Date
1668,3986,1.0,2023-07-17 17:36:31.842472,Dine-in,8,60,Celebration
193,808,2.0,2025-05-23 11:21:15.281342,Delivery,4,5,Date
691,2618,1.3,2025-05-03 09:38:31.865305,Dine-in,1,6,Celebration
683,4144,1.8,2023-08-29 09:46:22.052259,Delivery,5,27,Family
128,1541,1.3,2024-04-12 04:43:29.239325,Delivery,1,6,Business
1421,3796,1.7,2024-03-02 10:12:49.566051,Dine-in,3,49,Family
1735,22,2.3,2024-02-11 00:43:12.574331,Takeout,5,9,Business
1913,668,1.2,2023-10-30 12:29:58.313437,Delivery,8,18,Celebration
1879,3675,2.3,2025-04-17 00:33:25.317406,Takeout,1,55,Celebration
1068,2210,1.2,2023-11-19 05:47:03.031296,Delivery,3,34,Family
1699,4926,2.4,2024-07-03 21:58:27.537586,Takeout,5,21,Family
145,4618,1.5,2024-08-26 19:38:35.817304,Delivery,4,6,Date
1573,1765,1.5,2024-03-07 15:18:10.107157,Dine-in,3,16,Date
1110,4796,1.5,2025-02-16 16:03:05.622573,Dine-in,8,14,Casual
932,2851,1.5,2024-01-03 17:51:01.275331,Dine-in,2,32,Celebration
1918,267,1.0,2024-08-22 18:42:05.115527,Takeout,8,25,Date
1078,4451,1.5,2024-12-30 12:28:07.439877,Takeout,1,21,Celebration
302,1604,1.3,2024-04-19 05:42:11.232445,Takeout,7,34,Business
377,1871,1.7,2024-09-20 09:01:07.037661,Delivery,4,55,Family
1433,286,1.7,2023-10-18 10:16:07.526451,Dine-in,3,14,Business
1354,3850,1.8,2023-10-16 01:30:50.705371,Takeout,7,30,Casual
1283,4980,1.2,2023-11-19 23:45:08.376520,Takeout,8,57,Family
1547,906,1.1,2025-02-03 13:37:09.629189,Takeout,2,5,Business
1712,569,1.5,2024-02-01 02:09:36.721996,Delivery,7,37,Date
1735,1143,1.0,2024-05-03 07:54:41.056136,Delivery,5,25,Celebration
908,4724,2.0,2024-11-08 19:12:57.033730,Dine-in,4,30,Casual
693,3129,1.0,2023-11-25 09:42:25.955130,Takeout,2,9,Business
329,2670,2.4,2024-04-20 16:22:16.712140,Takeout,1,32,Date
410,1725,1.7,2025-01-28 18:45:58.566379,Delivery,6,44,Celebration
151,1211,1.6,2024-10-12 02:31:23.248426,Dine-in,2,7,Family
401,2948,1.3,2024-07-12 22:47:11.294074,Delivery,4,37,Date
1424,196,1.5,2024-12-27 23:59:10.141768,Takeout,1,42,Family
1697,2757,1.0,2024-08-08 07:56:04.774840,Takeout,5,21,Family
867,4113,2.0,2024-09-13 08:26:03.849197,Delivery,7,56,Business
1799,3562,1.7,2024-10-15 17:36:59.133114,Delivery,8,41,Date
389,1255,1.8,2025-02-11 12:18:55.627653,Delivery,3,17,Casual
1526,2331,1.5,2024-04-26 18:03:37.378111,Delivery,5,13,Family
1747,3439,1.0,2025-01-16 23:19:32.626058,Dine-in,6,31,Family
1556,951,1.8,2025-02-22 15:04:25.421734,Takeout,1,6,Date
405,3493,2.0,2024-09-05 02:19:35.534536,Dine-in,5,45,Celebration
1401,3484,1.7,2025-01-26 04:24:27.731092,Takeout,4,16,Celebration
652,991,1.0,2023-11-21 00:15:00.028594,Takeout,8,37,Casual
1906,998,2.0,2024-02-20 10:18:09.316941,Takeout,1,7,Celebration
1334,3554,1.5,2023-07-26 16:55:31.896328,Takeout,2,23,Business
1464,1183,1.2,2025-06-21 04:48:40.177265,Delivery,6,54,Casual
1647,2141,1.9,2023-08-19 03:05:23.076174,Takeout,2,26,Family
1812,3388,1.2,2023-09-13 12:42:00.375206,Dine-in,8,49,Date
171,2325,1.0,2023-11-29 04:31:08.992780,Takeout,8,55,Date
667,3057,1.7,2023-10-09 16:42:29.594111,Delivery,7,10,Family
1512,987,2.1,2024-04-16 07:16:01.107823,Delivery,5,57,Family
1939,4700,1.7,2025-03-28 12:04:51.299359,Takeout,5,24,Casual
1552,1456,1.9,2024-09-07 10:25:40.955558,Takeout,3,21,Business
183,1658,2.7,2024-03-11 17:37:47.201794,Dine-in,4,9,Casual
162,1766,1.7,2024-10-02 21:42:27.745735,Dine-in,7,43,Family
462,4077,2.2,2024-07-26 09:54:04.107555,Delivery,5,20,Celebration
1905,1360,1.7,2024-04-16 22:10:21.855485,Takeout,8,30,Casual
1553,4922,1.7,2024-09-11 04:12:03.808038,Dine-in,2,19,Celebration
1175,1664,1.5,2024-10-14 08:44:11.096770,Takeout,1,34,Celebration
897,3092,2.0,2025-06-02 11:44:05.313742,Delivery,3,28,Family
1716,2073,1.7,2023-07-26 15:30:54.116138,Dine-in,6,6,Family
1039,1175,1.4,2024-01-12 23:23:49.265550,Dine-in,3,35,Family
1065,2686,2.3,2024-10-25 20:45:28.221757,Delivery,1,54,Casual
1229,4899,1.5,2023-12-22 08:39:36.847855,Takeout,2,55,Date
633,487,1.5,2024-12-03 14:27:29.784636,Delivery,1,6,Business
851,489,1.4,2024-04-21 10:45:01.642956,Dine-in,4,33,Business
1623,2659,1.3,2023-10-24 08:22:23.368048,Dine-in,1,14,Casual
809,4071,1.6,2023-12-19 10:21:15.571585,Dine-in,6,37,Casual
1608,4927,1.9,2025-04-12 09:38:00.878988,Dine-in,6,27,Casual
1160,1808,2.1,2024-12-11 14:08:28.020633,Takeout,4,44,Casual
213,5,1.7,2024-02-23 13:27:16.424153,Takeout,7,43,Casual
1484,1570,1.4,2023-11-09 01:27:36.796675,Takeout,4,48,Family
604,3550,2.0,2023-11-19 10:06:40.048630,Takeout,8,12,Date
794,3701,1.0,2024-11-23 11:27:26.614226,Takeout,5,57,Casual
743,3461,1.8,2025-05-01 00:52:07.959001,Delivery,8,10,Date
1135,4147,1.0,2024-11-27 01:46:30.921781,Dine-in,7,9,Family
532,4487,1.0,2023-11-02 22:51:39.077027,Delivery,4,25,Date
1234,2471,1.5,2024-11-29 14:58:20.364743,Takeout,4,6,Date
1989,4396,1.1,2023-10-18 16:33:29.402303,Takeout,8,30,Date
1686,2293,1.9,2025-07-06 09:25:44.596706,Takeout,2,59,Business
430,3319,2.7,2023-10-09 05:14:59.695674,Delivery,1,60,Family
1762,911,1.8,2025-02-08 07:37:59.942624,Takeout,4,7,Celebration
130,4675,1.8,2025-01-18 13:06:32.030521,Dine-in,7,46,Celebration
1848,4427,1.1,2023-11-27 21:05:56.312135,Takeout,6,55,Business
766,3272,1.2,2025-06-24 18:08:12.123936,Dine-in,7,44,Date
1240,4548,1.8,2025-02-24 13:34:00.435081,Dine-in,2,59,Casual
338,1743,1.7,2023-10-08 13:00:57.620731,Dine-in,3,42,Date
1292,2379,1.0,2024-11-23 09:59:42.218664,Delivery,1,29,Casual
769,2151,1.1,2024-10-06 19:55:45.707249,Dine-in,5,15,Family
734,4217,1.7,2023-11-02 08:41:25.737976,Dine-in,5,48,Business
567,4737,1.3,2025-03-29 08:07:50.163290,Dine-in,7,8,Casual
262,2662,2.4,2023-11-01 21:42:30.987284,Delivery,1,45,Business
1926,1223,2.0,2024-02-10 03:45:24.536125,Dine-in,4,16,Celebration
1330,70,2.0,2024-11-07 04:06:00.766012,Dine-in,7,41,Casual
291,4140,2.1,2024-08-08 23:30:49.679671,Takeout,5,56,Date
1697,607,1.4,2024-12-27 14:05:34.455849,Delivery,4,7,Business
223,1283,1.0,2023-12-04 23:28:05.363206,Takeout,3,29,Date
660,3645,1.2,2024-06-08 04:31:23.589196,Dine-in,1,58,Business
729,4733,1.2,2023-10-17 02:41:14.725575,Dine-in,7,11,Family
1726,1442,2.1,2025-01-30 20:21:02.882977,Takeout,3,35,Date
476,2284,1.0,2024-12-30 07:14:10.298661,Dine-in,8,54,Celebration
149,3623,1.3,2024-09-24 17:04:18.165132,Takeout,1,46,Business
174,4788,2.1,2025-01-24 19:46:54.374556,Dine-in,4,23,Business
1862,4305,1.0,2023-10-29 02:56:42.395342,Takeout,2,44,Date
535,245,1.3,2024-07-12 00:04:19.741077,Delivery,5,42,Celebration
889,2137,1.3,2023-11-27 21:02:18.481948,Dine-in,3,56,Business
1754,3428,1.7,2025-04-01 19:47:39.688087,Dine-in,6,22,Celebration
720,2103,1.6,2024-05-12 20:17:06.281386,Dine-in,2,52,Business
136,1212,2.0,2025-02-22 19:45:11.969060,Dine-in,7,52,Date
1748,1812,1.9,2024-09-28 19:14:34.021422,Takeout,1,46,Business
389,1297,1.9,2023-12-29 14:56:17.867401,Delivery,2,55,Business
181,369,1.7,2024-04-12 00:06:15.623880,Delivery,3,46,Celebration
1658,1149,1.0,2023-09-06 10:50:10.250462,Dine-in,6,60,Family
1103,4536,2.8,2025-05-07 01:05:15.239356,Takeout,4,57,Business
70,730,1.4,2025-02-23 16:24:29.039637,Delivery,3,14,Date
1916,381,1.7,2023-12-15 19:28:15.832531,Takeout,5,18,Casual
1010,4700,1.0,2024-10-09 00:39:02.194043,Delivery,5,21,Casual
675,169,1.0,2025-04-10 11:59:18.712960,Delivery,5,16,Celebration
266,1393,1.1,2023-10-02 13:51:06.506977,Takeout,6,5,Business
1721,1746,1.0,2024-02-28 18:23:14.204079,Takeout,7,39,Date
559,4048,2.2,2024-04-19 02:16:43.271489,Takeout,8,19,Celebration
139,4192,1.6,2025-05-17 18:53:42.672754,Takeout,2,22,Casual
1872,329,1.0,2024-04-25 19:29:55.045799,Takeout,7,14,Date
1168,1919,2.1,2025-03-31 16:29:50.737175,Delivery,4,25,Date
958,3396,1.0,2024-01-03 08:08:49.049469,Delivery,8,59,Family
1412,1452,2.9,2024-02-10 04:24:14.193571,Takeout,3,30,Business
588,2698,2.1,2024-08-25 17:06:13.724463,Takeout,5,8,Celebration
1316,3722,1.5,2024-07-03 21:10:46.901051,Takeout,1,49,Casual
1893,4538,2.6,2025-04-18 07:53:34.696159,Takeout,6,13,Family
131,249,1.4,2024-01-18 19:41:03.193588,Takeout,6,32,Celebration
1241,4017,1.5,2023-08-13 23:06:58.697146,Delivery,2,6,Casual
1188,4675,1.0,2023-10-31 23:01:53.242940,Takeout,5,37,Casual
1493,4066,1.3,2023-08-18 14:09:23.263656,Delivery,8,18,Date
729,2838,1.2,2024-09-21 04:26:25.575861,Delivery,7,40,Family
1926,1313,1.9,2024-03-24 20:28:59.639199,Takeout,6,57,Celebration
1293,154,1.9,2024-09-03 09:54:48.143109,Delivery,1,42,Business
605,2220,2.0,2025-05-30 01:15:05.084493,Takeout,8,13,Casual
158,1077,2.1,2025-03-11 09:51:57.987013,Dine-in,8,13,Family
579,4216,2.0,2025-02-21 15:38:10.874019,Takeout,6,41,Family
1045,2156,2.1,2024-07-15 09:52:02.851086,Dine-in,5,9,Casual
1427,3017,1.1,2025-04-11 14:05:41.743967,Takeout,3,28,Date
733,105,1.8,2025-01-29 23:46:54.810371,Takeout,5,10,Date
1682,3296,1.6,2024-06-02 07:20:07.018546,Takeout,4,19,Family
851,1758,1.0,2024-08-18 19:04:17.349153,Dine-in,1,30,Date
1501,1151,1.3,2024-06-24 03:53:54.309562,Dine-in,3,17,Date
1398,1568,2.2,2025-07-08 07:17:38.058846,Dine-in,1,26,Business
374,1711,1.2,2024-08-25 22:42:48.155973,Dine-in,2,6,Casual
1453,2030,2.2,2025-06-12 01:37:34.491839,Dine-in,8,32,Casual
172,3095,1.7,2025-05-27 09:33:30.554023,Takeout,8,31,Business
758,4012,1.3,2023-08-02 03:19:41.650722,Takeout,7,23,Business
1380,2624,1.5,2024-02-22 22:46:04.043619,Delivery,1,5,Family
698,1877,1.2,2025-07-09 08:58:41.203142,Takeout,6,20,Family
1307,4007,1.7,2024-02-22 16:14:39.104914,Takeout,2,52,Family
231,4648,1.7,2025-02-20 10:11:19.359880,Delivery,2,38,Family
1085,701,1.6,2025-04-28 15:09:16.118497,Takeout,3,23,Casual
1705,3720,1.7,2023-10-09 02:47:20.634030,Takeout,8,39,Celebration
1587,4418,1.8,2024-06-18 11:24:22.994892,Takeout,7,59,Casual
431,4255,1.0,2023-07-13 03:35:58.101438,Dine-in,4,42,Date
215,54,2.3,2024-04-09 16:23:23.809333,Takeout,2,31,Business
1353,889,1.0,2024-02-20 13:27:44.196823,Takeout,8,20,Date
1698,2145,1.9,2023-07-26 14:03:58.847262,Delivery,8,21,Date
775,2640,1.7,2023-07-22 01:56:16.938327,Dine-in,3,7,Casual
432,648,1.8,2023-08-12 17:51:20.646309,Delivery,2,45,Celebration
130,3627,1.7,2025-06-15 21:34:15.145739,Takeout,1,14,Date
996,61,1.5,2024-04-19 16:12:34.416773,Takeout,6,57,Date
1862,37,2.0,2025-01-13 17:53:24.304750,Takeout,7,33,Casual
700,1299,2.9,2025-04-08 23:30:01.188916,Dine-in,5,6,Casual
1386,2917,1.7,2024-12-23 15:35:31.746915,Delivery,5,6,Celebration
267,4432,2.2,2024-01-27 06:40:36.118035,Dine-in,2,7,Business
1005,2395,1.7,2025-01-27 18:07:26.184614,Takeout,3,24,Family
1911,1896,1.5,2024-08-23 10:53:38.253675,Takeout,1,24,Date
1443,4784,1.3,2024-08-30 06:19:00.779386,Delivery,8,51,Celebration
1262,2825,1.8,2023-10-10 20:11:57.266929,Dine-in,2,53,Date
1954,3793,1.4,2024-09-24 16:23:41.441154,Dine-in,3,34,Casual
1552,2149,1.3,2025-06-04 22:16:21.390578,Delivery,2,34,Celebration
121,2382,3.7,2024-05-14 09:18:40.024351,Takeout,5,9,Casual
828,2174,1.3,2025-05-05 09:12:09.092268,Takeout,7,10,Family
1634,1607,1.7,2024-06-06 23:55:08.074715,Takeout,8,50,Family
556,3443,2.2,2023-11-13 11:14:36.251551,Takeout,5,58,Date
660,4824,1.1,2024-08-16 18:27:53.706074,Dine-in,8,42,Date
1517,725,1.9,2025-02-25 10:53:41.039740,Delivery,4,29,Date
1955,1244,1.6,2025-06-17 09:44:44.912209,Dine-in,1,15,Family
976,4621,1.3,2024-04-23 12:41:43.873607,Delivery,5,57,Celebration
1986,1387,1.6,2023-07-22 10:26:08.378953,Dine-in,3,31,Celebration
104,4275,1.6,2024-02-02 17:33:42.036559,Delivery,8,15,Celebration
1659,2109,2.3,2024-02-21 15:46:09.876400,Takeout,8,42,Celebration
1104,285,1.7,2023-10-08 23:21:11.017386,Dine-in,7,28,Date
72,1189,1.0,2025-01-26 00:46:53.872863,Delivery,2,25,Family
961,47,1.8,2023-12-01 09:42:26.906862,Takeout,7,54,Date
153,4406,1.1,2024-12-28 19:14:18.430068,Dine-in,2,48,Celebration
693,2973,2.3,2024-10-18 03:50:14.700745,Takeout,8,8,Date
814,4999,1.0,2023-11-07 16:02:38.678407,Delivery,2,29,Casual
805,2866,1.6,2024-06-14 20:16:34.338264,Dine-in,4,19,Family
1367,1041,1.9,2024-07-18 21:29:54.073647,Takeout,4,18,Celebration
1943,1895,1.2,2025-01-17 11:16:10.199189,Dine-in,3,19,Date
268,4207,1.6,2024-06-14 12:52:23.948647,Takeout,5,15,Celebration
1194,1542,1.6,2023-12-18 03:07:57.005248,Takeout,7,22,Date
741,3844,1.5,2024-05-17 05:34:34.180060,Dine-in,8,29,Celebration
1560,4282,2.0,2024-12-16 04:42:28.295376,Dine-in,8,52,Business
1894,2693,1.1,2023-09-01 17:47:53.874260,Delivery,1,7,Celebration
755,1681,1.6,2024-04-11 16:27:34.402357,Dine-in,2,41,Casual
59,2376,1.4,2024-02-02 19:06:04.753076,Dine-in,1,37,Celebration
1869,1962,1.0,2025-04-08 07:58:19.224962,Delivery,2,48,Celebration
533,4122,1.2,2025-01-15 02:03:35.312587,Dine-in,5,11,Business
1328,4482,1.5,2024-10-05 00:57:49.914010,Dine-in,7,16,Casual
216,3785,1.3,2023-10-05 23:25:25.190229,Takeout,1,50,Celebration
1827,2165,1.5,2023-08-21 12:08:36.052238,Delivery,4,54,Family
186,741,1.1,2024-02-29 18:27:36.036716,Dine-in,4,31,Family
535,3904,2.2,2025-03-19 00:26:15.610689,Takeout,6,18,Business
924,761,4.0,2025-04-15 21:12:17.903320,Takeout,5,5,Celebration
1953,3544,1.9,2025-04-30 02:02:36.195331,Delivery,7,21,Casual
1276,1678,1.7,2024-06-01 06:57:17.414547,Takeout,5,37,Family
1331,4511,1.2,2024-04-03 01:10:09.752025,Dine-in,2,42,Family
1080,823,1.5,2025-07-04 23:27:18.684947,Delivery,2,50,Casual
349,366,1.7,2025-06-15 16:01:23.326014,Dine-in,5,7,Business
500,4294,3.3,2025-04-14 15:17:38.535146,Delivery,6,49,Date
1757,1808,1.6,2023-10-22 17:39:24.355728,Delivery,8,46,Date
902,2850,1.0,2023-08-03 15:57:31.419297,Takeout,8,10,Celebration
1639,3994,2.1,2024-01-31 17:02:53.271024,Dine-in,8,19,Casual
1482,3640,2.1,2024-08-17 01:04:09.419630,Takeout,5,16,Family
889,1848,2.3,2024-04-27 06:34:28.075625,Takeout,3,7,Casual
185,3491,1.0,2024-08-21 20:47:57.310645,Takeout,2,8,Date
925,681,1.0,2023-10-23 09:29:59.623954,Takeout,1,44,Celebration
273,3430,1.7,2024-03-23 14:52:22.370838,Takeout,8,45,Celebration
1212,4262,1.0,2025-02-12 07:24:24.071244,Dine-in,6,32,Celebration
1799,1910,1.1,2023-07-17 15:05:09.778600,Takeout,3,38,Family
1282,3335,2.4,2024-08-25 22:14:26.958717,Takeout,4,22,Celebration
1042,288,1.9,2025-02-12 23:34:41.736903,Delivery,1,31,Family
1592,2828,1.0,2025-02-27 05:44:20.850808,Takeout,6,45,Date
1933,3579,2.4,2024-11-29 05:27:17.822000,Delivery,6,37,Celebration
915,4409,1.6,2024-12-26 16:42:17.151611,Takeout,6,58,Family
538,4047,1.0,2024-01-03 09:21:40.735199,Dine-in,2,23,Casual
137,2745,1.4,2025-01-17 23:22:21.671244,Delivery,7,37,Celebration
784,2499,2.0,2023-09-12 13:35:29.638154,Takeout,4,35,Celebration
880,1116,1.5,2025-07-09 17:19:32.372842,Delivery,1,28,Family
1979,1478,1.0,2023-10-23 14:16:27.685935,Delivery,6,26,Casual
1498,4388,1.2,2024-12-24 22:26:11.416407,Dine-in,8,28,Business
142,2307,1.7,2024-09-29 18:42:43.933780,Takeout,5,13,Family
1659,2150,2.0,2024-02-18 14:26:19.081145,Delivery,5,27,Date
950,464,1.0,2024-11-18 05:15:37.773472,Dine-in,1,31,Casual
1317,4306,1.2,2025-04-23 00:00:22.406019,Takeout,3,53,Business
670,1906,1.4,2023-10-08 15:10:09.242661,Takeout,2,18,Business
131,3016,1.9,2024-06-09 23:10:36.037611,Takeout,3,33,Celebration
646,3602,1.6,2024-03-05 16:08:41.231776,Takeout,2,16,Date
1373,4662,3.2,2025-01-09 13:29:44.117203,Takeout,1,56,Business
1222,1718,1.4,2024-05-14 05:06:59.831408,Delivery,7,35,Business
1561,2750,1.4,2025-01-28 20:46:39.816450,Delivery,3,47,Family
1843,4297,1.2,2024-01-18 19:44:18.738274,Dine-in,6,57,Date
1253,4950,1.5,2024-10-01 14:15:03.762069,Delivery,6,47,Family
850,4052,2.3,2023-07-25 01:38:16.590299,Delivery,5,18,Casual
193,2843,2.6,2024-12-08 11:09:23.968379,Dine-in,3,33,Business
409,2328,1.5,2024-01-08 01:37:08.772006,Delivery,8,47,Business
